Game,buy_in,cash_out,profit,start_date_time,end_date_time,game_location,time_paused,tournament,Blinds,participants,end_position,notes,Original Order,game_name,blinds_name,kill_status
Bellagio 20 40,$ 1500.00,$ 2605.00,$ 1105.00,Mon Jun 16 22:02:00 CDT 2014,Tue Jun 17 02:02:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,122,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1077.00,$ 77.00,Tue Jun 17 19:03:00 CDT 2014,Wed Jun 18 07:03:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,123,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2339.00,$ 1339.00,Wed Jun 18 17:30:00 CDT 2014,Wed Jun 18 18:49:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,124,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2893.00,$ 1893.00,Thu Jun 19 19:00:00 CDT 2014,Thu Jun 19 23:15:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,125,Limit Holdem,20/40,none
Bellagio 20 40,$ 4000.00,$ 867.00,$ -3133.00,Fri Jun 20 23:02:00 CDT 2014,Sat Jun 21 09:02:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,126,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 4005.00,$ 2505.00,Sat Jun 21 21:07:00 CDT 2014,Sun Jun 22 05:07:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,127,Limit Holdem,20/40,none
Bellagio 20 40,$ 4500.00,$ 1571.00,$ -2929.00,Sun Jun 22 17:02:00 CDT 2014,Mon Jun 23 08:02:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,128,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1974.00,$ 974.00,Mon Jun 23 20:18:00 CDT 2014,Tue Jun 24 01:18:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,129,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1343.00,$ 343.00,Tue Jun 24 18:03:00 CDT 2014,Wed Jun 25 07:03:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,130,Limit Holdem,20/40,none
Bellagio 20 40,$ 2400.00,$ 0.00,$ -2400.00,Wed Jun 25 18:14:00 CDT 2014,Thu Jun 26 09:14:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,131,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 300.00,$ -1700.00,Thu Jun 26 17:43:00 CDT 2014,Fri Jun 27 07:43:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,132,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 5737.00,$ 4237.00,Fri Jun 27 17:37:00 CDT 2014,Fri Jun 27 21:37:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,133,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1867.00,$ 367.00,Mon Jul 21 17:16:00 CDT 2014,Tue Jul 22 01:16:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,134,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3578.00,$ 2078.00,Tue Jul 22 17:33:00 CDT 2014,Tue Jul 22 22:33:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,135,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3018.00,$ 1518.00,Wed Jul 23 18:00:00 CDT 2014,Wed Jul 23 22:20:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,136,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1800.00,$ 300.00,Thu Jul 24 16:16:00 CDT 2014,Thu Jul 24 18:16:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,137,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1823.00,$ 323.00,Thu Jul 24 21:57:00 CDT 2014,Fri Jul 25 01:57:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,138,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1461.00,$ -39.00,Mon Aug 11 22:34:00 CDT 2014,Tue Aug 12 03:34:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,139,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 1477.00,$ -523.00,Tue Aug 12 17:08:00 CDT 2014,Wed Aug 13 07:08:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,140,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1982.00,$ 482.00,Wed Aug 13 20:53:00 CDT 2014,Thu Aug 14 05:53:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,141,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 3050.00,$ 50.00,Thu Aug 14 19:13:00 CDT 2014,Fri Aug 15 04:13:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,142,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2051.00,$ 551.00,Mon Aug 18 21:27:00 CDT 2014,Tue Aug 19 06:27:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,143,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2677.00,$ 1177.00,Tue Aug 19 19:20:00 CDT 2014,Tue Aug 19 20:19:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,144,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3531.00,$ 2031.00,Wed Aug 20 17:34:00 CDT 2014,Wed Aug 20 23:34:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,145,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1994.00,$ 494.00,Thu Aug 21 18:33:00 CDT 2014,Fri Aug 22 01:33:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,146,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 4552.00,$ 1552.00,Sun Aug 24 19:10:00 CDT 2014,Mon Aug 25 07:10:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,147,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1000.00,$ -500.00,Mon Aug 25 17:56:00 CDT 2014,Tue Aug 26 08:56:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,148,Limit Holdem,20/40,none
Omaha 8,$ 2000.00,$ 2777.00,$ 777.00,Tue Sep 09 16:32:00 CDT 2014,Tue Sep 09 21:32:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,149,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1441.00,$ 441.00,Wed Sep 10 17:22:00 CDT 2014,Thu Sep 11 03:22:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,150,Limit Holdem,20/40,none
Omaha 8,$ 1500.00,$ 1885.00,$ 385.00,Thu Sep 11 17:42:00 CDT 2014,Thu Sep 11 22:42:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,151,Limit Holdem,20/40,none
Bellagio 20 40,$ 1885.00,$ 2034.00,$ 149.00,Fri Sep 12 01:02:00 CDT 2014,Fri Sep 12 03:02:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,152,Limit Holdem,20/40,none
Bellagio 20 40,$ 3500.00,$ 2450.00,$ -1050.00,Fri Sep 12 20:35:00 CDT 2014,Sat Sep 13 15:35:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,153,Limit Holdem,20/40,none
Bellagio 20 40,$ 3500.00,$ 4008.00,$ 508.00,Sun Sep 14 02:14:00 CDT 2014,Sun Sep 14 08:15:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,154,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2460.00,$ 960.00,Sun Sep 14 21:57:00 CDT 2014,Mon Sep 15 00:57:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,155,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2075.00,$ 575.00,Mon Sep 15 19:35:00 CDT 2014,Tue Sep 16 00:35:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,156,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2151.00,$ 651.00,Tue Sep 16 18:02:00 CDT 2014,Wed Sep 17 00:02:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,157,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1679.00,$ 679.00,Wed Sep 17 17:05:00 CDT 2014,Thu Sep 18 01:05:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,158,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 500.00,$ -2500.00,Thu Sep 18 17:19:00 CDT 2014,Fri Sep 19 06:19:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,159,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2555.00,$ 1055.00,Tue Sep 23 20:30:00 CDT 2014,Wed Sep 24 01:00:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,160,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 620.00,$ -380.00,Wed Sep 24 21:31:00 CDT 2014,Thu Sep 25 03:31:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,161,Limit Holdem,20/40,none
Bellagio 20 40,$ 2500.00,$ 808.00,$ -1692.00,Thu Sep 25 17:31:00 CDT 2014,Fri Sep 26 08:31:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,162,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3215.00,$ 1215.00,Fri Sep 26 21:04:00 CDT 2014,Sat Sep 27 08:03:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,163,Limit Holdem,20/40,none
Bellagio 20 40,$ 2500.00,$ 6076.00,$ 3576.00,Sat Sep 27 19:33:00 CDT 2014,Sun Sep 28 16:33:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,164,Limit Holdem,20/40,none
Omaha 8,$ 1000.00,$ 1174.00,$ 174.00,Mon Sep 29 03:35:00 CDT 2014,Mon Sep 29 07:35:00 CDT 2014,Venetian,-,cashgame,15 30,-,-,,165,Omaha 8,15/30,none
Bellagio 20 40,$ 1500.00,$ 3400.00,$ 1900.00,Tue Sep 30 17:37:00 CDT 2014,Tue Sep 30 23:37:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,166,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1934.00,$ 934.00,Wed Oct 01 14:11:00 CDT 2014,Wed Oct 01 15:11:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,167,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 936.00,$ -564.00,Tue Oct 14 00:01:00 CDT 2014,Tue Oct 14 04:01:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,168,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 2126.00,$ -874.00,Tue Oct 14 18:14:00 CDT 2014,Wed Oct 15 06:14:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,169,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2516.00,$ 1016.00,Wed Oct 15 21:28:00 CDT 2014,Thu Oct 16 04:28:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,170,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2118.00,$ 618.00,Thu Oct 16 17:03:00 CDT 2014,Fri Oct 17 03:03:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,171,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1713.00,$ 213.00,Fri Oct 17 14:08:00 CDT 2014,Fri Oct 17 15:08:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,172,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 743.00,$ -757.00,Mon Oct 20 17:30:00 CDT 2014,Tue Oct 21 05:11:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,173,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3278.00,$ 1778.00,Tue Oct 21 17:36:00 CDT 2014,Wed Oct 22 01:36:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,174,Limit Holdem,20/40,none
Bellagio 20 40,$ 4000.00,$ 667.00,$ -3333.00,Wed Oct 22 15:46:00 CDT 2014,Thu Oct 23 06:46:00 CDT 2014,Bellagio,-,cashgame,20/40,-,-,,175,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 4019.00,$ 2519.00,Mon Nov 10 18:31:00 CST 2014,Mon Nov 10 22:30:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,176,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 1766.00,$ -1234.00,Tue Nov 11 18:04:00 CST 2014,Wed Nov 12 05:04:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,177,Limit Holdem,20/40,none
Bellagio 20 40,$ 2900.00,$ 600.00,$ -2300.00,Wed Nov 12 18:15:00 CST 2014,Thu Nov 13 07:15:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,178,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2002.00,$ 502.00,Thu Nov 13 18:53:00 CST 2014,Fri Nov 14 04:53:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,179,Limit Holdem,20/40,none
Bellagio 20 40,$ 2900.00,$ 0.00,$ -2900.00,Mon Nov 17 16:16:00 CST 2014,Tue Nov 18 07:16:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,180,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2114.00,$ 1114.00,Tue Nov 18 17:03:00 CST 2014,Wed Nov 19 03:03:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,181,Limit Holdem,20/40,none
Bellagio 20 40,$ 3100.00,$ 1660.00,$ -1440.00,Wed Nov 19 18:34:00 CST 2014,Thu Nov 20 06:34:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,182,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2672.00,$ 1672.00,Thu Nov 20 17:56:00 CST 2014,Fri Nov 21 01:56:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,183,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2270.00,$ 770.00,Fri Nov 21 17:25:00 CST 2014,Fri Nov 21 21:25:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,184,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1797.00,$ 297.00,Sat Nov 22 02:30:00 CST 2014,Sat Nov 22 04:50:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,185,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1626.00,$ 626.00,Sat Nov 22 18:46:00 CST 2014,Sun Nov 23 06:46:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,186,Limit Holdem,20/40,none
Bellagio 20 40,$ 1900.00,$ 2270.00,$ 370.00,Sun Nov 23 18:34:00 CST 2014,Mon Nov 24 05:34:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,187,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 3210.00,$ 210.00,Tue Nov 25 07:14:00 CST 2014,Tue Nov 25 08:14:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,188,Limit Holdem,20/40,none
Bellagio 20 40,$ 2500.00,$ 2691.00,$ 191.00,Mon Dec 08 18:31:00 CST 2014,Tue Dec 09 04:31:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,189,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 4428.00,$ 2928.00,Tue Dec 09 18:38:00 CST 2014,Tue Dec 09 23:38:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,190,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3778.00,$ 1778.00,Wed Dec 10 19:23:00 CST 2014,Thu Dec 11 00:23:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,191,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3096.00,$ 1596.00,Thu Dec 11 19:07:00 CST 2014,Fri Dec 12 04:07:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,192,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1219.00,$ -281.00,Fri Dec 12 18:16:00 CST 2014,Fri Dec 12 23:16:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,193,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 3673.00,$ 673.00,Sun Dec 14 17:19:00 CST 2014,Mon Dec 15 07:19:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,194,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3086.00,$ 1586.00,Sun Dec 14 21:15:00 CST 2014,Mon Dec 15 04:15:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,195,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 948.00,$ -1052.00,Mon Dec 15 23:41:00 CST 2014,Tue Dec 16 04:41:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,196,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 0.00,$ -2000.00,Wed Dec 17 01:44:00 CST 2014,Wed Dec 17 06:44:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,197,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2271.00,$ 771.00,Sat Dec 27 00:30:00 CST 2014,Sat Dec 27 04:30:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,198,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 2047.00,$ -953.00,Sun Dec 28 00:38:00 CST 2014,Sun Dec 28 10:38:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,199,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 3308.00,$ 1808.00,Sun Dec 28 20:04:00 CST 2014,Mon Dec 29 03:04:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,200,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2412.00,$ 912.00,Mon Dec 29 19:10:00 CST 2014,Mon Dec 29 21:10:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,201,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 2038.00,$ 1038.00,Tue Dec 30 19:57:00 CST 2014,Wed Dec 31 03:56:00 CST 2014,Bellagio,-,cashgame,20/40,-,-,,202,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1219.00,$ 219.00,Mon Jan 05 01:40:00 CST 2015,Mon Jan 05 04:50:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,203,Limit Holdem,20/40,none
Bellagio 20 40,$ 2200.00,$ 3326.00,$ 1126.00,Mon Jan 05 19:32:00 CST 2015,Tue Jan 06 01:31:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,204,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 1460.00,$ -1540.00,Tue Jan 06 17:07:00 CST 2015,Wed Jan 07 05:07:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,205,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2297.00,$ 797.00,Wed Jan 07 17:20:00 CST 2015,Thu Jan 08 06:20:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,206,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2908.00,$ 1408.00,Mon Jan 19 15:36:00 CST 2015,Mon Jan 19 21:36:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,207,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2428.00,$ 928.00,Tue Jan 20 18:30:00 CST 2015,Wed Jan 21 02:05:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,208,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1767.00,$ 267.00,Wed Jan 21 17:30:00 CST 2015,Wed Jan 21 22:30:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,209,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2435.00,$ 935.00,Thu Jan 22 17:20:00 CST 2015,Fri Jan 23 01:50:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,210,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2447.00,$ 947.00,Fri Jan 23 19:37:00 CST 2015,Sat Jan 24 05:37:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,211,Limit Holdem,20/40,none
Bellagio 20 40,$ 2800.00,$ 3412.00,$ 612.00,Sat Jan 24 18:00:00 CST 2015,Sun Jan 25 06:00:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,212,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2643.00,$ 1143.00,Sun Jan 25 16:00:00 CST 2015,Sun Jan 25 23:30:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,213,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 5187.00,$ 3687.00,Mon Jan 26 16:24:00 CST 2015,Tue Jan 27 00:24:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,214,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2965.00,$ 1465.00,Tue Jan 27 18:38:00 CST 2015,Wed Jan 28 02:38:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,215,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 2287.00,$ -713.00,Wed Feb 18 17:30:00 CST 2015,Thu Feb 19 05:11:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,216,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 600.00,$ -2400.00,Thu Feb 19 17:31:00 CST 2015,Fri Feb 20 11:31:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,217,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1740.00,$ 240.00,Fri Feb 20 20:07:00 CST 2015,Sat Feb 21 08:07:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,218,Limit Holdem,20/40,none
Bellagio 20 40,$ 4500.00,$ 0.00,$ -4500.00,Sat Feb 21 15:35:00 CST 2015,Sun Feb 22 03:35:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,219,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3500.00,$ 1500.00,Mon Feb 23 01:34:00 CST 2015,Mon Feb 23 06:34:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,220,Limit Holdem,20/40,none
Belagio  40 80,$ 2500.00,$ 4800.00,$ 2300.00,Mon Feb 23 20:36:00 CST 2015,Mon Feb 23 22:36:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,221,Limit Holdem,20/40,none
Bellagio 20 40,$ 1050.00,$ 1150.00,$ 100.00,Tue Feb 24 00:03:00 CST 2015,Tue Feb 24 01:03:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,222,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1525.00,$ 525.00,Tue Feb 24 17:39:00 CST 2015,Tue Feb 24 20:00:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,223,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1664.00,$ 664.00,Tue Feb 24 23:15:00 CST 2015,Wed Feb 25 01:25:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,224,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2488.00,$ 988.00,Wed Feb 25 18:04:00 CST 2015,Thu Feb 26 04:04:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,225,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 2372.00,$ 372.00,Thu Feb 26 19:26:00 CST 2015,Fri Feb 27 04:26:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,226,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 2141.00,$ 641.00,Tue Mar 03 01:03:00 CST 2015,Tue Mar 03 02:03:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,227,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1450.00,$ -50.00,Tue Mar 03 19:38:00 CST 2015,Wed Mar 04 04:38:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,228,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3016.00,$ 1016.00,Wed Mar 04 17:56:00 CST 2015,Thu Mar 05 03:56:00 CST 2015,Bellagio,-,cashgame,20/40,-,-,,229,Limit Holdem,20/40,none
Bellagio 20 40,$ 1600.00,$ 1865.00,$ 265.00,Mon Mar 16 01:04:00 CDT 2015,Mon Mar 16 02:04:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,230,Limit Holdem,20/40,none
Bellagio 20 40,$ 1000.00,$ 1900.00,$ 900.00,Mon Mar 16 20:56:00 CDT 2015,Tue Mar 17 01:56:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,231,Limit Holdem,20/40,none
Bellagio 20 40,$ 3000.00,$ 2082.00,$ -918.00,Tue Mar 17 19:39:00 CDT 2015,Wed Mar 18 06:39:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,232,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1707.00,$ 207.00,Wed Mar 18 23:26:00 CDT 2015,Thu Mar 19 04:26:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,233,Limit Holdem,20/40,none
Bellagio 20 40,$ 2000.00,$ 3218.00,$ 1218.00,Thu Mar 19 19:29:00 CDT 2015,Fri Mar 20 07:29:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,234,Limit Holdem,20/40,none
Belagio  40 80,$ 3000.00,$ 2524.00,$ -476.00,Fri Mar 20 20:15:00 CDT 2015,Fri Mar 20 21:16:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,235,Limit Holdem,20/40,none
Bellagio 20 40,$ 1500.00,$ 1530.00,$ 30.00,Fri Mar 20 21:18:00 CDT 2015,Fri Mar 20 23:08:00 CDT 2015,Bellagio,-,cashgame,20/40,-,-,,236,Limit Holdem,20/40,none
